genus	h18B.4.418355	h47A.1.418772	h35A.3.418524	h18A.4.418403	USBldInf3.418459	USchp50Infant.418380	USBld1.418516	USchp60Child.418703	h68A.4.418806	USBldChld10.418660	USBldChld8.418589	USchp41Infant.418542	h68B.4.418611	h78B.4.418738	h78A.4.418851	h144A.1.418690	h259A.2.418342	h264B.2.418350	h181A.1.418791	h128A.1.418657	h181C.1.418714	h165A.1.418855	h144B.1.418701	h47B.1.418571	h181B.1.418825	h259B.2.418617	h165B.1.418384	h273B.2.418501	h273A.2.418494	USinfTw2.2.418678	USinfTw3.1.418387	USinfTw1.2.418491	USinfTw1.1.418752	USinfTw2.1.418478	USinfTw3.2.418812	USinfTw12.1.418649	USinfTw11.1.418800	USinfTw10.1.418518	USinfTw11.2.418340	USinfTw10.2.418840	USinfTw12.2.418448	USinfTw9.2.418769	USinfTw9.1.418845	USchp36Infant.418576	h208A.1.418529	h209B.2.418447	h235B.1.418464	h209A.2.418702	h121A.1.418420	h121B.1.418650	h257B.1.418419	h235A.1.418717	h305B.2.418820	h264A.2.418362	h279B.2.418514	h101A.3.418669	h257A.1.418826	h279A.2.418836	h101B.3.418378	USygt54.AS.418858	Amz9baby.418635	h85A.1.418700	h85B.1.418749	h95B.1.418735	h95A.1.418344	USinfTw20.2.418696	USinfTw20.1.418640	USinfTw21.1.418467	USinfTw19.1.418798	USinfTw4.1.418637	USinfTw7.1.418386	USinfTw7.2.418463	USinfTw19.2.418595	USinfTw4.2.418348	USinfTw21.2.418540	USinfTw8.1.418366	USinfTw15.2.418748	USinfTw18.2.418796	USinfTw18.1.418513	USinfTw16.1.418781	USchp4Infant.418833	USinfTw16.2.418641	USinfTw5.2.418695	USinfTw17.1.418390	USinfTw8.2.418804	USinfTw6.2.418594	USinfTw5.1.418422	USinfTw13.1.418775	USinfTw6.1.418613	USinfTw13.2.418343	USinfTw15.1.418587	h301B.1.418486	h301A.1.418425	h305C.2.418553	h37B.1.418707	h37A.1.418724	h10A.1.418427
Piscibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pontibacillus	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salimicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salinibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sediminibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Terribacillus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	1	0	0	0	0	0	0	0	0	0	0	0	4	9	2	2	2	0	1	1	2	3	1	0	0	3	0	0	0	0	0	1	0	0	0	0	1	2	1	0	3	0	0	1	1	1	0	0	2	1	1	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0
Thalassobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Virgibacillus	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Listeria	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	6	1	0	0	0	0	0	0	2	1	2	2	0	5	7	0	1	0	0	4	0	1	0	2	0	0	1	1	0	1	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0
Ammoniphilus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	34	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Aneurinibacillus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
Cohnella	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	51	0	13	0	3	0	1	0	0	0	2	1	0	0	1815	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	21	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	1	0	0
Thermobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria_Firmicutes_Bacilli_Bacillales_Planococcaceae_Bacillus	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kurthia	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lysinibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marinibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Planococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Planomicrobium	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rummeliibacillus	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	1	2	5	1	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	1	2	0	0	7	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sporosarcina	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0	1	1	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	4	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ureibacillus	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Viridibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sporolactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jeotgalicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Macrococcus	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1	0	1	9	0	0	0	2	0	73	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	24	7	0	2	0	0	0	0	5	0	0	1	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Salinicoccus	1	3	0	0	2	0	0	0	0	0	0	0	0	3	0	0	87	0	1	2	11	1	2	3	2	5	2	3	0	339	174	12	262	121	16	22	45	9	7	5	3	1	4	0	235	2	3	2	4	0	1	2	0	0	1	0	0	34	0	0	22	0	2	0	0	491	212	5	11	83	10	6	30	45	12	6	3	0	0	0	0	2	0	0	6	64	1	4	25	0	1	111	38	0	0	0	10
Staphylococcus	86	46	16	10	10	26	3	6	1	3	1	1	0	1	0	242	860	51	256	100	597	165	163	54	161	302	219	6	0	16753	8266	564	10158	5237	639	964	2293	265	268	192	76	7	15	7	19522	97	362	224	19	9	52	24	34	9	1	3	15	2	0	38	336	21	34	24	1	41918	14451	161	801	6957	1041	663	1936	857	659	65	5	35	8	6	56	54	16	5	88	46	94	32	39	12	4	15040	4753	85	2	1	1
Laceyella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mechercharimyces	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Planifilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shimazuella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermoactinomyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exiguobacterium	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	56	0	9	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemella	1804	23	57	319	18	55	471	91	101	21	10	16	13	46	4	268	669	1	293	78	643	37	139	3	1834	531	87	8	24	95	67	1	103	51	307	164	204	32	693	80	105	23	160	31	75	2	2193	49	100	123	41	96	212	5	33	180	5	6	0	24	978	78	108	54	5	17	1	208	111	1	334	519	110	0	3595	80	40	171	102	7	94	51	18	19	70	44	87	1	74	242	17	1	7	258	5	285	29
Pullulanibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haloplasma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Turicibacter	13	1	260	0	45	7	90	416	501	441	13083	17	1	1	1	62	0	2	0	45	1	0	11	0	0	1	4	2	3	8	2	1	3	6	3	4	2	72	3	51	13	5	231	131	0	4	0	8	0	0	2	1	3	3	0	1235	0	1	436	72316	2	0	1	31	93	5	3	3	10	7	3	16	5	1	3	68	3	6	11	13	6739	10	8	4	0	1	9	4	1	1	4	2	0	1	2	2	5
Abiotrophia	407	3	9	14	0	2	2	3	33	2	1	0	7	1	1	27	0	0	0	8	1	0	4	1	0	0	0	1	2	0	0	0	5	0	0	0	0	0	0	0	7	0	0	3	0	1	71	0	0	0	0	1	5	0	1	21	0	1	1	14	9	1	2	1	5	13	5	0	0	0	0	0	2	0	0	0	2	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Aerococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	1	0	2	14	9	15	18	1	1	0	2	1	3	1	1	9	0	0	3	1	0	0	1	0	0	0	0	2	0	0	12	0	0	0	0	0	3	0	1	3	1	1	0	0	0	1	0	1	9	1	0	0	0	0	0	0	0	1	4	0	1	3	0	0	0	0	1	0	0	0
Facklamia	5	1	11	4	0	0	0	0	0	0	2	0	0	1	1	0	6	13	3	2	1	0	1	0	1	1	1	1	1	3	6	2	19	21	2	3	0	12	5	7	2	1	3	0	2	7	2	0	0	0	2	0	3	0	16	0	6	5	0	16	2	0	1	3	3	1	0	1	0	0	1	1	0	0	1	3	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	2	0	1	1	1
Alkalibacterium	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alloiococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carnobacterium	84	1	3	2	4	1	10	4	3	3	2	2	1	9	0	21	5704	8	6	8	2	15	5	1	4	3531	4	11	10	84	723	237	331	435	71	118	20	260	132	338	27	27	130	2	325	0	9	2	6	17	10	41	13	36	220	2	2	432	5	0	35	2	19	0	6	17	74	33	14	5	1	10	24	52	8	245	24	3	2	0	1	0	2	2	23	77	1	22	28	8	10	0	0	1	95	0	11
Desemzia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Granulicatella	4000	6	177	198	77	71	856	156	307	29	67	51	18	46	15	2778	497	7	203	385	373	28	445	2	759	367	491	26	57	25	195	70	150	226	1225	232	200	52	788	111	392	118	693	86	76	68	1348	281	154	159	82	69	1483	19	236	258	3	237	279	95	424	136	485	156	15	11	47	35	69	4	104	1085	21	36	12	179	101	156	61	15	87	117	374	101	27	113	506	37	31	1231	28	0	3	1445	33	72	93
Trichococcus	10	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	31	0	0	1	1	0	1	0	2	3	0	2	1	13	63	20	65	67	10	15	6	5	17	6	6	4	14	0	1	0	0	0	2	1	1	3	4	1	18	0	0	48	0	0	3	0	0	0	0	5	41	6	2	3	0	1	8	10	2	29	5	0	0	0	0	0	0	0	6	23	0	3	2	4	1	0	1	0	0	0	0
Enterococcus	240	379	17	29	3328	309	2346	7	13	672	316	314	3	7741	16	391	75415	447	9	953	37	313	1027	25	63	111	108	4360	3468	23170	108223	50061	86382	116371	13643	24086	7100	4485	70667	10009	6396	5767	31127	74	2583	8	445	9	3331	5665	56	9993	1793	311	54496	12	292	143059	34	5	8553	304	3862	40	68	8967	38202	16398	5483	2738	199	1118	12500	32171	6608	88515	15001	53	298	85	11	32	49	859	12268	45180	24	10105	14117	2106	5037	37	681	79	348	19	9552
Melissococcus	0	2	0	0	4	1	2	0	0	3	1	0	0	7	0	2	104	1	0	0	0	0	2	0	0	4	0	5	2	43	173	77	191	229	22	35	23	141	34	124	10	5	66	3	1	0	0	0	3	4	0	15	3	0	60	0	0	104	1	0	3	0	4	0	0	7	41	13	10	5	0	1	8	38	2	63	18	1	1	0	0	0	0	3	12	55	0	6	25	3	6	0	2	0	0	0	7
Tetragenococcus	4	3	4	0	0	0	1	0	1	0	0	0	0	0	1	1	20	0	2	7	0	0	0	0	0	1	1	1	1	4	61	11	22	46	8	5	2	11	9	15	2	0	18	0	1	4	2	0	0	0	4	2	4	0	14	0	0	46	3	0	68	1	0	0	3	3	3	2	3	0	0	0	3	3	1	13	2	0	0	0	0	0	1	0	1	7	0	3	2	0	1	0	0	0	1	0	0
Vagococcus	50	32	39	8	60	3	49	0	2	11	9	4	0	126	3	16	3231	21	12	46	13	13	31	2	4	15	7	191	145	1608	8446	4523	6559	8756	1069	1818	171	373	1347	802	473	438	2360	5	97	11	30	3	108	203	1	360	74	21	2171	0	15	13679	9	1	289	14	137	7	10	239	1257	542	150	69	5	40	379	1069	209	2727	432	1	13	3	0	0	6	23	368	1367	6	327	416	69	163	0	9	8	6	3	84
Lactobacillus	95404	95158	291990	18014	315	4	54	1619	6074	165	2768	7	6434	5171	124055	164	14162	6984	399668	232155	58250	2255	734	59370	1921	355	6524	101346	115596	181	1048	728	580	657	226	775	3756	75564	574	93619	150	78	421	854	405	369555	249809	1431	51430	46108	71023	65006	333507	49796	609315	135	31211	213453	141732	4	19812	674	15643	115674	384240	96	754	462	1352	28194	5	24	19924	7479	59	878	190	1554	2209	1	4	9	75	32	123	2334	14	119	4201	15	76	1746	7144	198226	131555	279868	16518
Pediococcus	43	3	0	0	0	0	0	0	0	0	0	0	0	0	1	21	2	1	26	10	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	8	0	1	0	0	2	5	0	11	0	0	1	0	0	0	6	6	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	16	4	0
Fructobacillus	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	3	2	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Leuconostoc	174	0	2	5	5	17	7	20	15	0	142	0	0	0	33	40	7404	2	3	1	2	2	3	0	0	4175	5	0	1	0	0	1	2	2	0	12436	0	213	0	4	2950	0	1	4	12575	1	0	0	1	3	41	15	150	40	12	0	2	1	2	1	32	5	13	10	10	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	29	110	4	1
Oenococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Weissella	181	17	19	8	0	0	7	1	75	0	1	0	1	4	1699	127	11098	33	526	15	1547	32	29	1	15	3662	28	8	7	2	54	0	0	3	1	0	0	0	0	0	0	0	0	0	127	23	15	8	27	19	3664	1222	92	84	93	54	208	6	147	0	1	89	112	3	42	0	0	0	0	0	5	0	0	0	0	0	0	1	0	11	0	82	0	0	0	0	0	0	1	0	0	0	0	20	79	3	0
Lactococcus	113	3	99	6	3	0	8	5	7	4	7	6	0	1	2	62	20350	8	37	18	36	4	28	1	20	3307	4	1	1	52	33	1	193	150	3	36	38	2	0	1	10	0	2	1	1261	13	3	14	4	1	6	16	8	6	86	4	6	7	6	1	27	1	4	2	13	3	0	1	0	0	3	5	0	0	0	1	0	3	1	0	0	0	6	0	0	6	10	1	1	0	0	0	1	3	14	0	0
Streptococcus	106258	2143	360240	11254	37745	3459	105109	40419	102966	14198	34001	5888	8471	11519	15674	1026361	94123	4699	462336	161438	905547	12246	937002	1797	635581	122932	37998	4251	13798	421215	176179	7997	511034	560482	194729	136127	102804	1372	27729	1431	54436	3997	28608	15985	496918	186771	50436	975521	42584	31967	780803	113725	161306	81425	523302	24440	140394	23561	19214	30121	210801	7707	19625	21649	28703	110572	6229	32612	86694	4679	351290	313432	41841	1479	41281	7054	1828	38189	29430	998	9713	9007	47368	2596	3013	33381	34685	23076	17160	7984	1350	71905	63057	112085	159226	4296	3195
